1	143279	144841	53.3296	54.3793
1	174284	175856	46.7362	47.7664
1	2498427	2501520	43.9963	44.557
1	2519553	2521089	48.7361	49.8996
1	3493984	3495202	28.2501	28.2501
1	3607196	3608720	33.7133	34.0781
1	3637778	3639128	43.9924	43.9924
1	5118226	5121335	47.1239	47.7794
1	5417026	5418602	49.0573	50.1542
1	5480242	5481786	36.162	36.9163
1	5521976	5523548	42.4129	43.1857
1	5531828	5533392	44.869	46.165
1	5561492	5563028	41.4799	42.202
1	5563169	5564735	32.8404	33.4271
1	5600207	5603214	40.8163	41.6995
1	5603730	5605242	36.3566	36.6416
1	5659454	5661040	41.9776	42.571
1	5696068	5697616	53.3825	54.4038
1	5765516	5767100	50.623	51.7302
1	7181924	7183300	26.3209	26.6388
1	7228170	7229754	52.5584	53.45
1	7229946	7231514	41.3319	41.5179
1	7538690	7540276	45.3115	46.2412
1	7745404	7746916	40.3266	40.7224
1	7792412	7793896	51.3611	52.5125
1	8272979	8275916	41.8634	42.4129
1	8455192	8456778	36.057	36.4561
1	8551079	8553615	32.4331	32.8069
1	8632950	8634488	57.8864	58.6652
1	8714807	8716379	50.5289	51.159
1	8847118	8848532	32.7121	32.7486
1	8979628	8981006	41.953	42.2465
1	8998137	9000648	28.2879	28.7068
1	9042202	9043772	52.1847	52.7619
1	9196700	9198240	48.0063	48.3515
1	9235330	9236866	62.6088	63.1112
1	9406711	9408237	45.9524	46.7349
1	9443581	9445125	36.4454	36.8331
1	9525172	9526720	61.4822	62.6111
1	9537377	9538863	16.762	16.762
1	9847227	9848797	29.3389	29.8037
1	9909106	9911419	30.703	31.3641
1	9925136	9926694	44.907	46.1289
1	9927041	9928599	22.5393	23.2126
1	10082398	10083824	28.3597	28.6598
1	10084155	10088048	28.0347	28.2334
1	10134779	10136265	24.9808	25.044
1	10136302	10140042	27.8711	28.3844
1	10241531	10244147	31.521	32.1657
1	10308137	10312348	28.2329	28.6718
1	10319781	10321359	38.3589	38.8959
1	10507367	10508807	30.2444	30.8994
1	10509026	10511574	51.8264	52.6817
1	10853429	10857694	67.3184	68.4412
1	13532174	13534813	33.8576	34.3659
1	13689133	13690703	51.5126	52.5102
1	14434409	14435867	35.4034	35.9019
1	14496260	14497782	41.094	41.6078
1	14587887	14589455	45.2646	46.1371
1	14822684	14824098	34.9623	35.3037
1	14926853	14929891	56.3662	57.408
1	15039237	15043417	41.7892	42.3568
1	15045625	15048526	27.393	27.594
1	15098448	15100547	39.6824	40.721
1	15104863	15106393	24.2132	24.5377
1	15118174	15119684	36.8174	37.5906
1	15376958	15378492	36.1055	36.653
1	15380598	15382144	42.7534	43.3171
1	15393282	15396171	36.6309	37.6419
1	15396544	15398108	39.4161	40.6152
1	15528395	15529949	27.243	27.5362
1	15532639	15534820	33.7441	34.4428
1	15539422	15540960	34.3127	34.7434
1	16356754	16358340	34.3151	34.9918
1	16393005	16395597	35.3962	35.8831
1	16398475	16401459	42.6722	43.4322
1	16418620	16420172	41.2599	42.0133
1	17099239	17101796	22.7803	23.0248
1	17116498	17118018	28.3934	28.7472
1	17118277	17119839	26.1245	26.5745
1	17123614	17125170	26.4813	26.9691
1	17150599	17153212	18.6083	19.0072
1	17153498	17155070	32.3779	32.9394
1	17155425	17159772	27.6292	28.33
1	17171958	17175991	34.6813	35.48
1	17176010	17177596	28.3564	29.1164
1	17371942	17373526	41.6284	42.6131
1	17417508	17419044	36.7244	37.0906
1	17419208	17420786	31.1359	31.8622
1	17456512	17459186	30.0973	30.5923
1	17996950	17998528	28.077	28.3222
1	18255229	18258842	38.5878	39.3399
1	18258965	18263206	34.7008	35.4475
1	18267653	18269227	23.9766	24.1849
1	18391878	18394277	25.6761	26.2651
1	18401929	18403495	23.4903	23.7341
1	18738717	18740303	27.5975	28.0042
1	18931892	18933456	33.4695	33.5686
1	18935597	18937177	22.8355	23.613
1	18937352	18940353	35.0887	36.0301
1	19029421	19030967	26.1472	26.6813
1	19115998	19117552	27.058	27.2736
1	19289921	19291507	55.485	56.4846
1	19314527	19316015	20.2941	20.2941
1	19394187	19396542	31.7181	32.8871
1	19528740	19530318	36.2722	37.0146
1	19917462	19919014	30.7253	31.0417
1	19919209	19921599	28.8401	29.1988
1	20667273	20668857	45.0563	46.2305
1	20726802	20728356	40.2453	41.328
1	21565375	21566941	40.905	41.8112
1	21659430	21660966	40.5676	41.2122
1	21819391	21820967	43.7264	44.4362
1	21959907	21961477	40.2272	40.7865
1	22011995	22013463	23.5526	23.5526
1	22217261	22218785	28.1955	28.7959
1	22223429	22224833	17.8471	17.8471
1	22246197	22250170	29.8023	30.8143
1	22387789	22389359	42.1083	42.326
1	22804830	22806274	45.7143	45.7143
1	22871188	22872662	47.893	48.4808
1	22921644	22923158	61.6026	62.2822
1	23036935	23037811	17.3787	17.3787
1	23124841	23126411	51.2264	51.7887
1	23145739	23148596	25.0456	25.1695
1	23149299	23150879	33.3162	34.2022
1	23151387	23152945	41.7134	42.0786
1	23157160	23158644	17.5018	17.5988
1	23169040	23170516	21.5511	21.7555
1	23170642	23175322	30.6403	31.1732
1	23246226	23248637	55.4689	56.8067
1	23326036	23327568	38.3285	38.9541
1	23349691	23351271	55.6602	56.722
1	23373965	23375545	45.8527	46.4314
1	23382098	23384970	45.8436	46.5376
1	23405221	23406673	44.619	45.4332
1	23429043	23430001	23.9848	24.4038
1	23431197	23432749	46.5276	47.5258
1	23500092	23501662	43.7985	44.9415
