1	245192	246728	29.2192	30.0276
1	247233	248781	30.3991	31.0893
1	248785	251788	39.5709	40.4104
1	287523	289109	27.5455	28.595
1	321266	322834	42.6004	43.1832
1	487195	488543	29.2213	29.2213
1	509216	510778	41.1149	41.6559
1	511233	512807	36.5011	37.1801
1	635794	636990	37.9708	37.9708
1	707072	708630	44.1019	44.3869
1	721307	722889	59.6198	61.5841
1	756751	760905	52.7968	53.2812
1	761036	764053	41.3786	42.3486
1	764908	773945	39.6402	40.6445
1	775019	776589	43.2214	43.8812
1	777286	778824	30.0077	30.4366
1	779039	781778	43.5035	43.918
1	912316	913848	30.2295	30.7794
1	945318	946874	69.6185	71.0678
1	1030009	1031577	42.6964	43.6805
1	1091940	1093508	45.7986	47.1069
1	1114768	1117548	53.4513	54.3997
1	1330542	1331854	24.1926	24.4593
1	1342419	1343815	26.8392	26.8392
1	1348278	1349810	33.4647	33.7499
1	1373447	1375017	59.1547	60.7583
1	1398093	1401575	38.0908	39.0937
1	1401924	1403494	34.6955	35.5252
1	1404426	1405938	33.4663	34.4616
1	2783120	2786244	33.2827	34.0429
1	2789860	2791324	37.9043	38.6769
1	2837650	2839234	42.7877	43.2921
1	2849470	2854438	49.321	50.2704
1	2855147	2856717	26.1408	26.7058
1	2861610	2864430	36.3739	37.527
1	2869678	2871252	35.9154	37.1575
1	2953381	2954949	51.3922	52.5225
1	3051365	3054411	35.8369	36.5497
1	3060600	3062918	34.2024	34.5919
1	3063594	3064760	29.4185	29.4185
1	3177547	3179845	52.5183	53.3918
1	3273302	3276082	45.545	46.5518
1	3276095	3277671	47.3317	48.4937
1	3278474	3282403	35.224	35.9346
1	4141199	4142769	29.9266	30.5793
1	4178135	4179651	35.2498	35.6249
1	4179825	4183384	27.4879	28.0267
1	4265888	4268591	33.6454	34.3063
1	4285097	4286635	33.0465	34.0624
1	4299878	4302070	52.3055	53.7414
1	4302610	4305141	52.4424	53.6978
1	4426645	4428909	30.9504	31.937
1	4506288	4508547	28.4053	28.712
1	4515458	4517032	31.2991	31.5983
1	4607627	4609211	29.4104	30.2243
1	4618586	4622553	33.5932	34.4204
1	4639869	4641391	35.3848	35.793
1	4697183	4698767	29.7902	30.5484
1	4698849	4700331	32.4805	33.0725
1	4700351	4701917	37.4367	38.1585
1	4702142	4703680	37.4915	37.8146
1	4710202	4711714	33.6072	33.8974
1	4718699	4720279	31.1059	31.646
1	4721594	4724266	44.783	46.0214
1	4724485	4726047	29.6902	30.5921
1	4726551	4733783	34.6488	35.4315
1	4741430	4745177	34.763	35.4379
1	4757696	4760194	33.933	34.5356
1	4761282	4762862	31.8294	32.8555
1	4763129	4765745	28.8429	29.7049
1	4766375	4767925	40.941	42.4967
1	4768340	4769870	29.8218	30.3571
1	4770840	4773126	30.914	31.5792
1	4798484	4801114	30.4115	30.8592
1	4812044	4814593	33.9645	34.4105
1	4867871	4870354	48.5488	49.5926
1	4893883	4895469	37.7945	38.4065
1	4896257	4898477	34.5488	35.1544
1	4899557	4902228	36.0707	36.4848
1	4905264	4906822	32.2493	32.6221
1	4908387	4910547	27.9608	28.7926
1	4910946	4912456	33.3744	33.7019
1	4913139	4914721	44.0417	44.6415
1	4921777	4925054	27.6789	27.9959
1	4927042	4930189	31.1978	31.9769
1	4930940	4932506	65.6536	66.9178
1	5002639	5004934	32.0797	32.6593
1	5017928	5020562	27.7551	28.4606
1	5021103	5023838	42.292	42.8443
1	5068581	5070095	35.103	36.361
1	5070658	5073274	38.8289	39.8103
1	5073352	5074912	30.3125	30.9462
1	5075932	5079642	32.0734	32.9544
1	5080295	5081807	26.5275	27.2168
1	5082320	5086329	33.9131	34.7566
1	5086846	5088420	21.2738	21.9213
1	5093957	5098043	42.7365	43.5267
1	5098893	5102269	32.567	33.3936
1	5106969	5108545	29.6967	30.4547
1	5108760	5111686	26.3899	27.0473
1	5113678	5116689	35.4958	36.3946
1	5116737	5118293	25.0149	25.6936
1	5118578	5120116	25.9945	26.6196
1	5120757	5122337	42.3471	43.1068
1	5122471	5126152	39.9905	40.5986
1	5126428	5127992	33.6415	34.8138
1	5128542	5130108	38.4708	39.4244
1	5131049	5135542	29.318	30.0576
1	5137520	5139060	35.0548	35.324
1	5140069	5141645	35.1617	35.6915
1	5142352	5143846	35.624	36.6976
1	5143878	5146641	35.4409	36.2365
1	5171878	5173358	33.4125	34.1617
1	5173358	5174904	49.1566	50.4059
