I	53	1011	5.48317	5.48317
I	10975	11669	16.7781	16.7781
I	26906	27370	7.89827	7.89827
I	33577	34139	6.77027	6.7703
I	35102	35684	10.7349	10.7349
I	39704	40212	2.90233	2.90233
I	41827	42445	7.76525	7.82043
I	42825	43327	6.88458	6.96087
I	44969	45339	1.98682	1.98682
I	56361	57387	8.10462	8.10462
I	69721	70575	7.83831	7.83831
I	86056	86732	4.51771	4.51771
I	107643	109059	10.9917	11.0129
I	110391	110947	4.79071	4.79303
I	111685	113115	5.11574	5.20797
I	116336	116864	3.90095	3.90095
I	120791	121223	6.95383	6.95383
I	122361	122713	1.99279	1.9928
I	128113	128741	11.4196	11.4662
I	130167	131221	24.2798	24.3107
I	149331	149861	1.85832	1.85832
I	155862	156362	4.9103	4.9103
I	159183	159679	7.86585	7.86585
I	166735	167309	6.72126	6.72126
I	169661	169961	1	1
I	172693	173155	3.95457	3.97614
I	178187	178697	5.90546	5.90546
I	180016	180636	8.78992	8.78992
I	181687	182087	1.97296	1.97298
I	228374	229004	3.7287	3.75846
I	229272	230558	9.98379	10.1657
I	231706	232296	2.82649	2.82686
I	257791	258185	4.97685	4.97685
I	275445	275977	4.84804	4.84804
I	288961	289453	6.90496	6.90496
I	295820	296658	13.1678	13.1678
I	299356	300272	12.0606	12.0606
I	310692	311360	7.44832	7.44832
I	314978	315512	5.84535	5.84535
I	341189	341551	4.99065	4.99065
I	360596	361070	1.91857	1.91857
I	378439	379821	9.80027	9.8075
I	381223	381933	9.25432	9.30212
I	382242	382846	5.65779	5.75912
I	395098	395608	5.7996	5.7996
I	397567	398483	16.5598	16.5598
I	426756	427080	1.9984	1.9984
I	428965	429603	9.38821	9.38821
I	433353	433987	13.3135	13.3135
I	438007	438307	1	1
I	441650	442068	3.94033	3.94041
I	443038	443454	2.97246	2.97258
I	484330	484994	3.75076	3.75076
I	491635	492029	2.9814	2.9814
I	509218	509600	3.98386	3.98386
I	516574	517196	9.5959	9.59615
I	517930	518968	11.9423	11.9424
I	521247	521849	7.6961	7.6961
I	524371	524979	12.6269	12.6269
I	526842	528282	10.7768	10.8683
I	529545	531065	13.1658	13.4295
I	536371	537213	11.8938	11.8938
I	542150	542562	2.97099	2.97099
I	545237	545921	7.44287	7.44287
I	547029	547399	2.98962	2.98963
I	549053	549647	3.84205	3.84205
I	555216	555992	7.98351	7.9836
I	556764	557466	3.58994	3.59019
I	562876	563288	2.96921	2.96921
I	573956	575518	17.1936	17.2045
I	606536	606912	1.98443	1.98443
I	663411	663893	4.88954	4.88954
I	703075	703545	4.88916	4.88916
I	716576	717086	8.79262	8.79262
I	719759	720203	9.86524	9.86524
I	737284	737584	1	1
I	756619	757669	8.8332	8.8332
I	763146	763906	12.5481	12.5481
I	775100	775638	2.87399	2.87399
I	796426	796922	2.9079	2.9079
I	798251	798585	2.99722	2.99722
I	801887	802187	1	1
